"Comuna","COD","Votacion_2004","Votacion_2008","Votacion_2012","Votacion_2016","Votacion_2021","Participacion_2004","Participacion_2008","Participacion_2012","Participacion_2016","Participacion_2021","Inscritos_2004","Inscritos_2008","Inscritos_Total_2012","Inscritos_Total_2016","Inscritos_Total_2021","n_prot","prot_dum","treat","concertatotal_2004","concertatotal_2008","concertatotal_2012","concertatotal_2016","concertatotal_2021","concerta_prop_2004","concerta_prop_2008","concerta_prop_2012","concerta_prop_2016","concerta_prop_2021","derechatotal_2004","derechatotal_2008","derechatotal_2012","derechatotal_2016","derechatotal_2021","derecha_prop_2004","derecha_prop_2008","derecha_prop_2012","derecha_prop_2016","derecha_prop_2021","indeptotal_2004","indeptotal_2008","indeptotal_2012","indeptotal_2016","indeptotal_2021","indep_prop_2004","indep_prop_2008","indep_prop_2012","indep_prop_2016","indep_prop_2021","otrostotal_2004","otrostotal_2008","otrostotal_2012","otrostotal_2016","otrostotal_2021","otros_prop_2004","otros_prop_2008","otros_prop_2012","otros_prop_2016","otros_prop_2021"
"SAN PEDRO",13505,4656,4872,4671,4541,4414,0.914734774066798,0.93048128342246,0.6359,0.5911,0.5202,5090,5236,7345,7682,8486,0,0,"Control",1043,1882,2195,909,2270,0.224012027491409,0.386288998357964,0.469920787839863,0.200176172649196,0.514272768463978,94,1486,2142,2623,1824,0.0201890034364261,0.305008210180624,0.458574181117534,0.577626073552081,0.413230629814227,2748,1215,0,764,202,0.59020618556701,0.249384236453202,0,0.168244879982383,0.0457634798368826,494,0,187,141,0,0.106099656357388,0,0.0400342539070863,0.0310504294208324,0
"SAN PEDRO DE ATACAMA",2203,2791,2780,3117,3021,3849,0.847298117789921,0.815010260920551,0.6043,0.5319,0.535,3294,3411,5158,5680,7194,1,1,"Treated",1387,1198,1295,1060,1035,0.496954496596202,0.430935251798561,0.415463586782162,0.350877192982456,0.268901013250195,403,994,578,1405,509,0.144392690791831,0.357553956834532,0.185434712864934,0.465077788811652,0.132242140815796,576,0,631,64,1141,0.206377642422071,0,0.202438241899262,0.0211850380668653,0.296440633930891,299,451,521,390,1106,0.107130060910068,0.162230215827338,0.167147898620468,0.12909632571996,0.287347362951416
"SAN PEDRO DE LA PAZ",8108,29601,32814,30958,26378,38934,0.852858130690331,0.862459589455148,0.4438,0.3366,0.4351,34708,38047,69750,78376,89479,9,1,"Treated",16499,7587,7681,6704,4778,0.557379818249383,0.231212287438289,0.248110343045416,0.25415118659489,0.122720501361278,6360,5723,3234,3685,7617,0.214857606161954,0.174407265191686,0.104464112668777,0.139699749791493,0.195638773308676,1880,10986,19042,11807,22391,0.063511367859194,0.334796123605778,0.615091414174042,0.447607855030707,0.57510145374223,1589,5578,0,3360,3489,0.0536806188980102,0.16998841957701,0,0.127378876336341,0.0896131915549391
"SAN RAFAEL",7110,4650,4923,5075,4701,4530,0.902737332556785,0.895579406949245,0.6799,0.6107,0.5329,5151,5497,7464,7698,8500,2,1,"Treated",2605,1833,1870,3123,3426,0.560215053763441,0.372333942717855,0.368472906403941,0.664326738991704,0.756291390728477,1821,2386,741,422,918,0.391612903225806,0.484663822872232,0.146009852216749,0.089768134439481,0.202649006622517,0,496,370,1039,0,0,0.100751574243348,0.0729064039408867,0.22101680493512,0,0,0,1926,0,0,0,0,0.379507389162562,0,0
"SAN RAMON",13131,48969,47461,31887,23550,35740,0.878288942695722,0.888333614090254,0.3883,0.2838,0.437,55755,53427,82113,82969,81793,3,1,"Treated",21172,14983,14913,15590,7593,0.432355163470767,0.315690777691157,0.467682754727632,0.661995753715499,0.212451035254617,7993,6103,8064,5386,6332,0.163225714227368,0.128589789511388,0.252893028506915,0.228704883227176,0.177168438724119,9152,8316,4500,0,10420,0.186893749106578,0.175217547038621,0.141123341800734,0,0.291550083939563,4116,11181,2157,1221,6459,0.084053176499418,0.235582899643918,0.0676451218364851,0.0518471337579618,0.180721880246223
"SAN ROSENDO",8310,3057,2996,3075,3033,2727,0.890734265734266,0.855022831050228,0.7131,0.6656,0.6164,3432,3504,4312,4557,4424,0,0,"Control",1823,1176,1607,346,0,0.59633627739614,0.392523364485981,0.52260162601626,0.114078470161556,0,1134,1307,1269,767,0,0.370951913640824,0.436248331108144,0.412682926829268,0.252884932410155,0,0,418,106,1878,0,0,0.139519359145527,0.0344715447154472,0.619188921859545,0,0,0,0,0,0,0,0,0,0,0
"SAN VICENTE",6117,21143,21583,20251,17464,18948,0.916511335558542,0.920109135865626,0.5595,0.457,0.4676,23069,23457,36195,38216,40523,3,1,"Treated",9104,7247,11876,7469,9312,0.430591685191316,0.335773525459853,0.586440175793788,0.42767979844251,0.4914502849905,9621,10757,5771,6728,8855,0.455044222674171,0.49840151971459,0.284973581551528,0.385249656436097,0.467331644500739,0,0,2062,0,0,0,0,0.101822132240383,0,0,1113,2282,0,2828,0,0.0526415362058364,0.105731362646527,0,0.161933119560238,0
"SANTA BARBARA",8311,7003,6656,6751,6614,4654,0.873518772608208,0.84499174812746,0.543,0.5186,0.3495,8017,7877,12432,12753,13318,1,1,"Treated",2227,2161,2649,4046,2377,0.318006568613451,0.324669471153846,0.392386313138794,0.611732688237073,0.510743446497636,1249,4091,2344,2428,2129,0.178352134799372,0.614633413461538,0.347207821063546,0.367100090716662,0.45745595186936,3215,0,1530,0,0,0.459088961873483,0,0.226633091393868,0,0,0,0,0,0,0,0,0,0,0,0
"SANTA CRUZ",6310,16113,16917,15260,13112,12962,0.896860736947568,0.903348107011267,0.5373,0.4404,0.4152,17966,18727,28402,29771,31217,0,0,"Control",6003,7036,4650,3948,3870,0.372556320983057,0.415912986936218,0.304718217562254,0.301098230628432,0.298565036259836,2744,5966,10207,7696,6000,0.170297275491839,0.352663001714252,0.668872870249017,0.586943258084198,0.462891529085018,6200,3282,0,951,1233,0.384782473778936,0.194006029437844,0,0.0725289810860281,0.0951242092269711,361,0,0,256,1655,0.0224042698442252,0,0,0.0195241000610128,0.127680913439284
"SANTA JUANA",8109,7465,7284,7527,6598,6604,0.897019947128094,0.882802084595807,0.6376,0.5412,0.507,8322,8251,11805,12191,13026,3,1,"Treated",4773,5765,4527,4228,1099,0.639383791024782,0.791460735859418,0.601434834595456,0.640800242497727,0.16641429436705,2292,695,2719,2201,2492,0.307032819825854,0.0954146073585942,0.361232894911651,0.333585935131858,0.377347062386433,0,0,89,0,2851,0,0,0.0118240999070015,0,0.431708055723804,0,261,0,0,0,0,0.035831960461285,0,0,0
"SANTA MARIA",5706,6919,7178,6976,5468,5702,0.929348556077905,0.930757261410788,0.6278,0.4813,0.4703,7445,7712,11112,11362,12123,0,0,"Control",4158,5911,6262,4919,3385,0.600953895071542,0.823488436890499,0.897649082568807,0.899597659107535,0.593651350403367,2289,934,564,0,814,0.330828154357566,0.130119810532182,0.080848623853211,0,0.142756927393897,0,0,0,0,1094,0,0,0,0,0.191862504384427,171,0,0,0,478,0.0247145541263188,0,0,0,0.0838302350052613
"SANTIAGO",13101,116120,113751,87097,67509,119526,0.823417622782261,0.829312569716323,0.3263,0.2231,0.3513,141022,137163,266963,302535,340282,284,1,"Treated",49531,37376,42520,23041,13753,0.426550120564933,0.328577331188297,0.488191326911375,0.341302641129331,0.115062831517829,53063,49100,36932,29860,41420,0.456966930761281,0.431644556970928,0.424032974729325,0.442311395517635,0.346535481819855,0,0,0,0,0,0,0,0,0,0,5606,17452,4575,10952,62152,0.0482776438167413,0.15342282705207,0.0525276415950033,0.162230221155698,0.519987283101585
"SANTO DOMINGO",5606,6534,7471,5797,5560,6814,0.901117087298304,0.911319834105879,0.5658,0.5362,0.5907,7251,8198,10245,10370,11535,1,1,"Treated",1195,1475,0,1348,2357,0.182889501071319,0.197430062909918,0,0.242446043165468,0.345905488699736,4528,2394,4795,4099,4306,0.692990511172329,0.320439030919556,0.827151975159565,0.737230215827338,0.631934253008512,0,3111,0,0,0,0,0.416410119127292,0,0,0,332,172,0,0,0,0.0508111417202326,0.0230223530986481,0,0,0
"SIERRA GORDA",2103,2829,2228,1118,1506,1284,0.795333145909474,0.439274447949527,0.3525,0.3701,0.3817,3557,5072,3172,4069,3364,8,1,"Treated",603,0,598,635,390,0.213149522799576,0,0.534883720930233,0.421646746347942,0.303738317757009,813,152,187,0,412,0.287380699893955,0.0682226211849192,0.167262969588551,0,0.320872274143302,1288,718,82,624,457,0.455284552845528,0.322262118491921,0.073345259391771,0.414342629482072,0.355919003115265,0,0,207,211,0,0,0,0.18515205724508,0.140106241699867,0
"TALAGANTE",13601,26009,26933,26249,20867,28193,0.923451091780579,0.924896978021978,0.5269,0.3846,0.4849,28165,29120,49821,54260,58141,7,1,"Treated",11548,11126,21628,11855,18196,0.444000153792918,0.413099172019456,0.823955198293268,0.568121914985384,0.645408434717838,11218,7160,3755,4387,4338,0.431312238071437,0.265844874317751,0.143053068688331,0.210236258206738,0.153867981413826,0,5488,0,3721,5199,0,0.203764898080422,0,0.178319835146403,0.184407477033306,1098,1126,0,0,0,0.0422161559460187,0.0418074481119816,0,0,0
"TALCA",7101,85431,86216,76375,56566,73870,0.884076868150632,0.877507608065058,0.4665,0.3283,0.4112,96633,98251,163725,172322,179640,64,1,"Treated",38676,30049,27265,18340,16143,0.452716227130667,0.348531595063561,0.356988543371522,0.324223031503023,0.218532557195072,35320,31798,42416,24071,28524,0.413433062939682,0.368817852834741,0.555364975450082,0.425538309231694,0.386137809665629,0,0,0,11494,4675,0,0,0,0.203196266308383,0.0632868552863138,3703,17529,4072,0,23587,0.0433449216326626,0.203314929943398,0.053315875613748,0,0.319304183024232
"TALCAHUANO",8110,66539,70491,50494,35393,49770,0.80485533191407,0.839558371644315,0.3863,0.2671,0.3761,82672,83962,130722,132514,132327,19,1,"Treated",31425,16722,36174,11980,10813,0.472279415079878,0.237221772992297,0.716401948746386,0.338485011160399,0.21725939320876,26520,16942,9007,13147,14422,0.398563248621109,0.240342738789349,0.178377629025231,0.371457632865256,0.28977295559574,0,27886,3031,6847,17928,0,0.395596600984523,0.0600269338931358,0.193456333173226,0.360216998191682,4841,1914,0,1352,5467,0.0727543245314778,0.0271524024343533,0,0.0381996439974006,0.109845288326301
"TALTAL",2104,4970,4892,5344,4840,5029,0.775471992510532,0.767131880194449,0.5548,0.4841,0.4785,6409,6377,9633,9997,10511,4,1,"Treated",2397,2644,4710,2181,923,0.482293762575453,0.540474243663123,0.881362275449102,0.450619834710744,0.183535494134023,317,1766,218,0,0,0.0637826961770624,0.360997547015536,0.0407934131736527,0,0,1920,238,292,992,4043,0.386317907444668,0.0486508585445625,0.0546407185628743,0.20495867768595,0.803937164446212,187,0,36,1580,0,0.037625754527163,0,0.00673652694610778,0.326446280991736,0
"TEMUCO",9101,94742,96410,82421,60001,85051,0.823277922123063,0.824778427950587,0.3839,0.2665,0.359,115079,116892,214666,225121,236909,83,1,"Treated",47787,35695,29905,11279,30323,0.504390872052522,0.370241676174671,0.362832287887796,0.187980200329994,0.35652726011452,34058,42855,43086,33510,26535,0.359481539338414,0.444507831137849,0.522755123087563,0.558490691821803,0.311989277022022,0,0,4518,7167,15481,0,0,0.0548161269579355,0.119448009199847,0.182020199644919,3450,8454,2218,5107,11380,0.0364146840894218,0.0876879991702106,0.0269106174397302,0.0851152480791987,0.133802071698158
"TENO",7308,12542,12597,12192,10650,9059,0.906672449938553,0.91441637630662,0.5479,0.4579,0.363,13833,13776,22253,23257,24958,1,1,"Treated",5460,3342,0,2784,0,0.435337266783607,0.265301262205287,0,0.261408450704225,0,3966,6729,6738,7073,3743,0.316217509169192,0.534174803524649,0.552657480314961,0.664131455399061,0.413180262722155,1889,0,4983,218,4825,0.150613937171105,0,0.40871062992126,0.0204694835680751,0.532619494425433,348,1621,0,188,0,0.0277467708499442,0.128681432087005,0,0.0176525821596244,0
"TEODORO SCHMIDT",9117,8051,8167,8436,7841,6880,0.858956577403179,0.856618418292427,0.6269,0.5662,0.4902,9373,9534,13457,13848,14036,2,1,"Treated",3849,3445,4382,3547,2542,0.478077257483542,0.421819517570711,0.519440493124704,0.452365769672236,0.369476744186046,3533,3707,3771,1315,2610,0.438827474847845,0.453899840822824,0.44701280227596,0.167708200484632,0.379360465116279,0,84,0,2777,1537,0,0.0102852944777764,0,0.354164009692641,0.223401162790698,323,596,0,0,0,0.0401192398459819,0.0729766131994612,0,0,0
"TIERRA AMARILLA",3103,5963,6837,6200,7180,6060,0.856752873563218,0.884590503299263,0.5692,0.5646,0.4735,6960,7729,10892,12718,12798,7,1,"Treated",2393,2557,690,1418,445,0.401308066409525,0.373994442006728,0.111290322580645,0.197493036211699,0.0734323432343234,2022,3372,2343,400,765,0.339091061546202,0.493198771390961,0.377903225806452,0.0557103064066852,0.126237623762376,928,369,0,1690,1166,0.155626362569177,0.0539710399297938,0,0.235376044568245,0.192409240924092,228,182,2976,3507,3581,0.038235787355358,0.026619862512798,0.48,0.488440111420613,0.590924092409241
"TILTIL",13303,7653,7503,7009,6169,7057,0.918948126801153,0.914442413162706,0.5512,0.4535,0.4746,8328,8205,12716,13602,14869,1,1,"Treated",0,0,2408,2075,1843,0,0,0.343558282208589,0.336359215431999,0.261159132775967,1886,2701,3337,3302,1192,0.246439304847772,0.359989337598294,0.476102154372949,0.535256929810342,0.168910301827972,2702,866,1009,621,1421,0.353064157846596,0.11542049846728,0.14395776858325,0.100664613389528,0.201360351424118,2601,3238,0,0,2460,0.339866718933751,0.431560709049713,0,0,0.348590052430211
"TIMAUKEL",12303,366,404,577,592,350,0.419243986254296,0.585507246376812,0.5635,0.5267,0.4386,873,690,1024,1124,798,0,0,"Control",132,197,41,6,0,0.360655737704918,0.487623762376238,0.0710571923743501,0.0101351351351351,0,198,197,264,241,169,0.540983606557377,0.487623762376238,0.457538994800693,0.407094594594595,0.482857142857143,33,0,262,339,179,0.0901639344262295,0,0.454072790294627,0.572635135135135,0.511428571428571,0,0,0,0,0,0,0,0,0,0
"TIRUA",8207,4607,4543,5457,5259,4337,0.865489385684764,0.832661290322581,0.6595,0.6178,0.4737,5323,5456,8275,8513,9156,4,1,"Treated",2190,2042,742,1203,1115,0.475363577165183,0.449482720669161,0.135972145867693,0.22875071306332,0.257090154484667,1241,2305,2041,1052,1161,0.269372693726937,0.507373981950253,0.374015026571376,0.200038030043735,0.267696564445469,520,0,2578,2774,1925,0.112871716952464,0,0.472420743998534,0.527476706598213,0.443855199446622,419,0,0,93,0,0.090948556544389,0,0,0.0176839703365659,0
"TOCOPILLA",2301,11638,11074,9223,8558,8447,0.803063759315484,0.805147593427367,0.4313,0.3936,0.3782,14492,13754,21386,21742,22335,18,1,"Treated",2399,5218,727,420,120,0.206135074755113,0.471193787249413,0.0788246774368427,0.0490768871231596,0.0142062270628626,2256,464,2382,811,1046,0.19384774016154,0.0418999458190356,0.258267375040659,0.0947651320401963,0.123830945897952,5498,3492,2837,5536,7011,0.472417941227015,0.31533321293119,0.307600563807872,0.646880112175742,0.829998816147745,612,1113,3073,1646,101,0.052586355043822,0.100505689001264,0.333188767212404,0.192334657630287,0.0119569077779093
"TOLTEN",9118,5552,5316,5358,5418,4653,0.818034477677914,0.80864009735321,0.5266,0.5253,0.4393,6787,6574,10174,10315,10591,0,0,"Control",2077,2065,2122,1480,331,0.374099423631124,0.388449962377728,0.396043299738708,0.273163528977482,0.071136900924135,3033,2791,2838,2856,3095,0.546289625360231,0.525018811136193,0.529675251959686,0.527131782945736,0.665162260906942,0,0,0,866,0,0,0,0,0.15983757844223,0,196,192,191,108,1054,0.0353025936599424,0.036117381489842,0.0356476297125793,0.0199335548172757,0.226520524392865
"TOME",8111,27857,28416,24613,22104,22806,0.85629533997295,0.84566394857449,0.5214,0.4552,0.4575,32532,33602,47205,48557,49849,3,1,"Treated",16238,10358,12700,8750,6605,0.582905553361812,0.36451295045045,0.515987486287734,0.395855953673543,0.28961676751732,6226,3641,2969,2005,3026,0.22349858204401,0.128132038288288,0.120627310770731,0.0907075642417662,0.132684381303166,0,2472,8208,10655,12365,0,0.0869932432432432,0.333482306098403,0.482039449873326,0.542181881960887,3476,9867,0,0,441,0.124780127077575,0.347233952702703,0,0,0.0193370165745856
"TORRES DEL PAINE",12402,838,1192,1196,1275,1140,0.802681992337165,0.801075268817204,0.7266,0.6811,0.6742,1044,1488,1646,1872,1691,0,0,"Control",116,130,0,0,221,0.138424821002387,0.109060402684564,0,0,0.193859649122807,704,446,685,621,387,0.840095465393795,0.374161073825503,0.572742474916388,0.487058823529412,0.339473684210526,0,580,497,641,524,0,0.486577181208054,0.415551839464883,0.502745098039216,0.459649122807018,0,13,0,0,0,0,0.0109060402684564,0,0,0
"TORTEL",11303,285,345,373,383,439,0.785123966942149,0.773542600896861,0.7357,0.6791,0.7329,363,446,507,564,599,1,1,"Treated",156,217,222,184,181,0.547368421052632,0.628985507246377,0.595174262734585,0.480417754569191,0.412300683371298,128,113,146,22,72,0.449122807017544,0.327536231884058,0.39142091152815,0.0574412532637076,0.164009111617312,0,0,0,166,178,0,0,0,0.433420365535248,0.405466970387244,0,0,0,0,0,0,0,0,0,0
"TRAIGUEN",9210,10859,10468,10048,8915,7377,0.805623562578826,0.792549969715324,0.5508,0.4847,0.3958,13479,13208,18241,18393,18639,0,0,"Control",4278,1819,0,4466,3738,0.393958928078092,0.17376767290791,0,0.500953449242849,0.506710044733632,5481,2072,2628,1565,3482,0.504742609816742,0.197936568589989,0.261544585987261,0.175546831183399,0.472007591161719,0,5577,3220,2691,0,0,0.532766526557126,0.32046178343949,0.301850813236119,0,0,530,3911,0,0,0,0.0506304929308368,0.389231687898089,0,0
"TREGUACO",16207,3728,3972,4443,4677,4387,0.889312977099237,0.879929109437306,0.7894,0.7566,0.6829,4192,4514,5628,6182,6424,0,0,"Control",1419,2108,2251,2609,773,0.3806330472103,0.530715005035247,0.506639657888814,0.557836219799016,0.17620241622977,133,81,0,0,1263,0.0356759656652361,0.020392749244713,0,0,0.287896056530659,2097,1696,2128,2023,2279,0.5625,0.4269889224572,0.478955660589692,0.432542227923883,0.519489400501482,0,0,0,0,0,0,0,0,0,0
"TUCAPEL",8312,7217,7268,7694,7456,5847,0.860190703218117,0.859508041627247,0.6436,0.6071,0.4473,8390,8456,11955,12281,13071,0,0,"Control",1739,1945,3817,3499,1267,0.240958847166413,0.267611447440837,0.496100857811281,0.469286480686695,0.216692320848298,5212,5033,2904,3664,4383,0.722183732852986,0.692487616951018,0.377436963867949,0.491416309012876,0.749615187275526,0,0,0,209,0,0,0,0,0.0280311158798283,0,0,0,819,0,0,0,0,0.106446581752015,0,0
"VALDIVIA",14101,60039,60992,47415,40949,59880,0.807616254825736,0.807990885727155,0.3814,0.3134,0.432,74341,75486,124303,130664,138619,136,1,"Treated",23385,19565,22461,17058,2892,0.389496827062409,0.320779774396642,0.47371085099652,0.416566949131847,0.0482965931863727,30628,34158,22565,17863,14016,0.510135078865404,0.560040661070304,0.475904249710007,0.436225548853452,0.234068136272545,0,0,0,0,7997,0,0,0,0,0.133550434201737,2314,3227,0,4087,34263,0.0385416146171655,0.0529085781741868,0,0.0998070770958998,0.572194388777555
"VALLENAR",3301,22754,22851,18142,17007,17877,0.800886980394917,0.818416245836467,0.426,0.3847,0.3927,28411,27921,42582,44204,45529,14,1,"Treated",10659,5996,0,6076,3543,0.468445108552342,0.262395518795676,0,0.357264655729993,0.198187615371707,7004,5018,2425,3022,2392,0.307814010723389,0.219596516563827,0.133667732333811,0.17769153877815,0.133803210829558,1208,10574,0,7512,11613,0.0530895666695966,0.462736860531268,0,0.441700476274475,0.649605638529955,2184,0,14733,0,0,0.0959831238463567,0,0.812093484731562,0,0
"VALPARAISO",5101,143048,137914,93410,88218,116483,0.827393140146914,0.818611884396906,0.3319,0.3104,0.4015,172890,168473,281414,284198,290125,193,1,"Treated",63230,51207,30723,19318,8089,0.44201946199877,0.371296605130734,0.328904828176855,0.218980253463012,0.0694436097971378,46266,54454,40210,19443,25379,0.323429897656731,0.394840262772452,0.430467829996788,0.220397197850779,0.217877286814385,0,1871,6664,46359,80083,0,0.0135664254535435,0.0713413981372444,0.5255049989798,0.687508048384743,12909,13519,9734,1104,1371,0.0902424361053632,0.0980248560697246,0.10420725832352,0.0125144528327552,0.0117699578479263
"VICHUQUEN",7309,3795,3527,3619,3811,4036,0.908982035928144,0.864884747425208,0.7389,0.756,0.7373,4175,4078,4898,5041,5474,0,0,"Control",1146,1293,2371,1578,40,0.30197628458498,0.366600510348738,0.655153357281017,0.41406454998688,0.00991080277502478,1676,1161,1034,2164,1145,0.44163372859025,0.329174936206408,0.285714285714286,0.567829965888218,0.283696729435084,903,0,157,0,2772,0.237944664031621,0,0.0433821497651285,0,0.686818632309217,0,939,0,0,0,0,0.266231925148852,0,0,0
"VICTORIA",9211,17349,17019,14506,12238,12671,0.812219101123596,0.80468085106383,0.4643,0.3845,0.3873,21360,21150,31243,31830,32716,9,1,"Treated",5515,4415,5292,5309,1520,0.317885757104156,0.259415946882896,0.364814559492624,0.433812714495833,0.119958961407939,3846,5094,2267,5299,3803,0.221684246930659,0.299312533051296,0.15628015993382,0.4329955875143,0.30013416462789,3724,0,0,0,7140,0.214652141333794,0,0,0,0.563491437139926,3308,6547,6435,1189,0,0.190673814052683,0.38468770198014,0.443609540879636,0.0971563981042654,0
"VICUNA",4106,11460,11217,10966,11341,11959,0.906215404080342,0.886018957345971,0.5387,0.5234,0.5051,12646,12660,20358,21667,23678,6,1,"Treated",3265,535,5062,5827,5303,0.284904013961606,0.047695462244807,0.461608608426044,0.513799488581254,0.443431725060624,3465,3389,2820,5313,4654,0.302356020942408,0.30213069448159,0.257158489877804,0.468477206595538,0.389162973492767,4071,6757,2746,0,1834,0.355235602094241,0.602389230632076,0.250410359292358,0,0.153357304122418,0,0,0,0,0,0,0,0,0,0
"VILCUN",9119,10297,11526,11280,10071,10954,0.849517366553915,0.858227848101266,0.5175,0.4453,0.4477,12121,13430,21797,22614,24470,0,0,"Control",3173,5634,5672,4732,4131,0.308148004273089,0.488807912545549,0.502836879432624,0.469863965842518,0.377122512324265,1679,4815,800,2920,5120,0.163057201126542,0.417751171264966,0.0709219858156028,0.289941415946778,0.467409165601607,4550,0,4505,0,1536,0.4418762746431,0,0.399379432624113,0,0.140222749680482,387,371,0,2126,0,0.0375837622608527,0.0321880964775291,0,0.211101181610565,0
"VILLA ALEGRE",7407,8081,7896,7392,7299,6679,0.88066695727986,0.864273204903678,0.5884,0.5647,0.4816,9176,9136,12562,12925,13869,0,0,"Control",4449,4595,4655,3007,293,0.550550674421483,0.58194022289767,0.629734848484849,0.411974243046993,0.0438688426411139,1381,3004,2134,2407,1555,0.170894691251083,0.380445795339412,0.288690476190476,0.329771201534457,0.232819284324001,2011,0,0,1752,4702,0.248855339685682,0,0,0.240032881216605,0.703997604431801,0,0,273,0,0,0,0,0.0369318181818182,0,0
"VILLA ALEMANA",5804,38243,40567,30414,29202,41594,0.852021833574691,0.857417623063429,0.3662,0.3194,0.4221,44885,47313,83042,91418,98544,15,1,"Treated",12774,6200,5075,7279,4531,0.334021912506864,0.152833583947544,0.166863944236207,0.249263749058284,0.108933980862624,14810,11935,14490,5025,3887,0.387260413670476,0.294204649099021,0.476425330439929,0.172077254982535,0.0934509785065154,3303,15486,5737,13590,23287,0.0863687472217138,0.381738851776074,0.188630236075492,0.465379083624409,0.559864403519738,1681,2136,3651,2307,9353,0.0439557566090526,0.0526536347277344,0.120043401065299,0.0790014382576536,0.224864163100447
"VILLARRICA",9120,20999,22170,18834,15857,19091,0.828984248549208,0.82859919270444,0.4038,0.3233,0.3474,25331,26756,46640,49042,54948,7,1,"Treated",8130,6077,3405,3099,2298,0.387161293394924,0.274109156517817,0.180790060528831,0.195434193100839,0.120370855376879,7486,14624,13420,12036,5123,0.356493166341254,0.659630130807397,0.712541148985877,0.759033865169957,0.268346341207899,3757,0,0,0,9903,0.178913281584837,0,0,0,0.51872610130428,358,634,1113,0,1399,0.0170484308776608,0.0285972034280559,0.0590952532653711,0,0.073280603425698
"VINA DEL MAR",5109,144337,146547,101438,78257,130645,0.836658628764868,0.833695528501536,0.3544,0.2654,0.4335,172516,175780,286203,294906,301370,102,1,"Treated",58739,28959,35503,24155,20692,0.406957329028593,0.197608958218183,0.349997042528441,0.308662483867258,0.158383405411612,61686,107355,61650,44799,27683,0.427374824196152,0.73256361440357,0.607760405370768,0.572459971631931,0.21189482949979,0,0,0,0,28776,0,0,0,0,0.220261012667917,8399,0,0,5798,51485,0.0581902076390669,0,0,0.0740892188558212,0.394083202571855
"VITACURA",13132,43639,47183,35234,38006,56622,0.818052301059143,0.841516702634254,0.449,0.4503,0.634,53345,56069,78474,84393,89311,7,1,"Treated",9290,3844,5068,1822,6524,0.212882971653796,0.0814700209821334,0.143838337969007,0.0479397989791086,0.115220232418495,31055,25431,26121,20860,31646,0.711634088773803,0.538986499374775,0.741357779417608,0.548860706204284,0.558899367736922,0,14557,0,14070,0,0,0.308522137210436,0,0.370204704520339,0,1208,1208,1379,423,17435,0.027681660899654,0.0256024415573406,0.0391383322926718,0.0111298216071147,0.307919183356293
"YERBAS BUENAS",7408,7940,8015,8576,7088,6857,0.901760363429869,0.890555555555556,0.6359,0.5148,0.4622,8805,9000,13486,13768,14836,0,0,"Control",5775,3025,3340,4140,3760,0.727329974811083,0.377417342482845,0.389458955223881,0.584085778781038,0.548344757182441,1798,2012,872,2718,2610,0.226448362720403,0.251029320024953,0.101679104477612,0.383465011286682,0.380632929852705,0,1115,4131,0,304,0,0.139114160948222,0.481693097014925,0,0.0443342569636867,0,1424,0,0,0,0,0.177666874610106,0,0,0
"YUMBEL",8313,11883,12077,11775,10707,9371,0.889113355780022,0.883015281128902,0.6138,0.5495,0.4652,13365,13677,19184,19484,20144,0,0,"Control",3760,2526,4947,1149,1106,0.316418412858706,0.209157903452844,0.420127388535032,0.107312972821519,0.118023690107779,1775,2819,257,599,0,0.149373053942607,0.233418895421048,0.0218259023354565,0.0559447090688335,0,2551,652,694,8650,6952,0.214676428511319,0.0539869172807817,0.0589384288747346,0.807882693564957,0.741863194963184,3026,5421,5385,60,1175,0.254649499284692,0.448869752421959,0.457324840764331,0.00560381059120202,0.125386831714865
"YUNGAY",16109,8822,8841,8922,7345,7097,0.889762985375693,0.877867143282693,0.5959,0.4784,0.4349,9915,10071,14972,15353,16320,0,0,"Control",4473,2821,3111,3458,2435,0.507027884833371,0.319081551860649,0.348688634835239,0.470796460176991,0.343102719458926,3954,2877,5422,3119,0,0.448197687599184,0.32541567695962,0.607711275498767,0.424642614023145,0,0,1335,236,591,4403,0,0.151001017984391,0.0264514682806546,0.0804628999319265,0.620402987177681,0,1381,0,0,176,0,0.156204049315688,0,0,0.0247992109341975
"ZAPALLAR",5405,4117,4733,4361,4240,6380,0.89538929969552,0.896571320325819,0.6293,0.5853,0.7326,4598,5279,6930,7244,8709,1,1,"Treated",1587,1729,0,2045,0,0.385474860335196,0.365307416015212,0,0.482311320754717,0,2133,2784,2629,2046,3709,0.518095700752975,0.588210437354743,0.602843384544829,0.482547169811321,0.581347962382445,0,0,1514,0,2547,0,0,0.347168080715432,0,0.399216300940439,145,0,0,0,0,0.035219820257469,0,0,0,0
